                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     99,               0.067629,               0.030285,               0.030046,                      0,                0.93729,                      1,                  0.995,                0.63037,                0.93729,                      1,                  0.995,                0.73029,               0.026641,              0.0084351,               0.013299,                      0,              0.0064895,              0.0054896,              0.0054896
                    100,               0.081189,               0.017614,               0.026798,                      0,                0.93729,                      1,                  0.995,                0.63037,                0.93729,                      1,                  0.995,                0.73029,               0.026641,              0.0084351,               0.013299,                      0,                 0.0055,                 0.0055,                 0.0055
                    101,               0.039093,               0.011099,               0.016997,                      0,                0.93729,                      1,                  0.995,                0.63037,                0.93729,                      1,                  0.995,                0.73029,               0.026641,              0.0084351,               0.013299,                      0,                 0.0055,                 0.0055,                 0.0055
                    102,               0.076933,               0.010595,               0.022725,                      0,                0.93729,                      1,                  0.995,                0.63037,                0.93729,                      1,                  0.995,                0.73029,               0.026641,              0.0084351,               0.013299,                      0,               0.005455,               0.005455,               0.005455
                    103,               0.079621,               0.014639,                0.02136,                      0,                0.93729,                      1,                  0.995,                0.63037,                0.93729,                      1,                  0.995,                0.73029,               0.026641,              0.0084351,               0.013299,                      0,                0.00541,                0.00541,                0.00541
                    104,                0.07871,               0.015589,               0.020152,                      0,                0.93729,                      1,                  0.995,                0.63037,                0.93729,                      1,                  0.995,                0.73029,               0.026641,              0.0084351,               0.013299,                      0,               0.005365,               0.005365,               0.005365
                    105,               0.070257,               0.010137,               0.019672,                      0,                0.93729,                      1,                  0.995,                0.63037,                0.93729,                      1,                  0.995,                0.73029,               0.026641,              0.0084351,               0.013299,                      0,                0.00532,                0.00532,                0.00532
                    106,               0.082665,               0.015616,               0.024389,                      0,                0.54331,                      1,                  0.995,                0.64613,                0.54331,                      1,                  0.995,                 0.8955,               0.024524,               0.010149,               0.013942,                      0,               0.005275,               0.005275,               0.005275
                    107,               0.038424,               0.011144,               0.020561,                      0,                0.54331,                      1,                  0.995,                0.64613,                0.54331,                      1,                  0.995,                 0.8955,               0.024524,               0.010149,               0.013942,                      0,                0.00523,                0.00523,                0.00523
                    108,               0.069177,                0.01401,               0.029389,                      0,                0.54331,                      1,                  0.995,                0.64613,                0.54331,                      1,                  0.995,                 0.8955,               0.024524,               0.010149,               0.013942,                      0,               0.005185,               0.005185,               0.005185
                    109,               0.073897,               0.014891,               0.027823,                      0,                0.54331,                      1,                  0.995,                0.64613,                0.54331,                      1,                  0.995,                 0.8955,               0.024524,               0.010149,               0.013942,                      0,                0.00514,                0.00514,                0.00514
                    110,               0.074113,               0.019169,               0.022961,                      0,                0.54331,                      1,                  0.995,                0.64613,                0.54331,                      1,                  0.995,                 0.8955,               0.024524,               0.010149,               0.013942,                      0,               0.005095,               0.005095,               0.005095
                    111,               0.072698,               0.012902,               0.025064,                      0,                0.54331,                      1,                  0.995,                0.64613,                0.54331,                      1,                  0.995,                 0.8955,               0.024524,               0.010149,               0.013942,                      0,                0.00505,                0.00505,                0.00505
                    112,               0.057604,               0.017857,               0.025374,                      0,                0.54331,                      1,                  0.995,                0.64613,                0.54331,                      1,                  0.995,                 0.8955,               0.024524,               0.010149,               0.013942,                      0,               0.005005,               0.005005,               0.005005
                    113,               0.070309,               0.013254,                0.02924,                      0,                0.54331,                      1,                  0.995,                0.64613,                0.54331,                      1,                  0.995,                 0.8955,               0.024524,               0.010149,               0.013942,                      0,                0.00496,                0.00496,                0.00496
                    114,               0.062096,                0.01488,                0.01881,                      0,                0.88263,                      1,                  0.995,                0.45422,                0.88263,                      1,                  0.995,                 0.7875,               0.036278,               0.013336,               0.012713,                      0,               0.004915,               0.004915,               0.004915
                    115,               0.077759,               0.018051,               0.018639,                      0,                0.88263,                      1,                  0.995,                0.45422,                0.88263,                      1,                  0.995,                 0.7875,               0.036278,               0.013336,               0.012713,                      0,                0.00487,                0.00487,                0.00487
                    116,               0.083324,               0.015136,               0.027987,                      0,                0.88263,                      1,                  0.995,                0.45422,                0.88263,                      1,                  0.995,                 0.7875,               0.036278,               0.013336,               0.012713,                      0,               0.004825,               0.004825,               0.004825
                    117,               0.040875,               0.027299,               0.017132,                      0,                0.88263,                      1,                  0.995,                0.45422,                0.88263,                      1,                  0.995,                 0.7875,               0.036278,               0.013336,               0.012713,                      0,                0.00478,                0.00478,                0.00478
                    118,               0.075254,               0.014951,               0.016956,                      0,                0.88263,                      1,                  0.995,                0.45422,                0.88263,                      1,                  0.995,                 0.7875,               0.036278,               0.013336,               0.012713,                      0,               0.004735,               0.004735,               0.004735
                    119,               0.078844,               0.018738,               0.028663,                      0,                0.88263,                      1,                  0.995,                0.45422,                0.88263,                      1,                  0.995,                 0.7875,               0.036278,               0.013336,               0.012713,                      0,                0.00469,                0.00469,                0.00469
                    120,               0.047566,               0.017253,               0.020884,                      0,                0.88263,                      1,                  0.995,                0.45422,                0.88263,                      1,                  0.995,                 0.7875,               0.036278,               0.013336,               0.012713,                      0,               0.004645,               0.004645,               0.004645
                    121,               0.082796,               0.010575,               0.022097,                      0,                0.88263,                      1,                  0.995,                0.45422,                0.88263,                      1,                  0.995,                 0.7875,               0.036278,               0.013336,               0.012713,                      0,                 0.0046,                 0.0046,                 0.0046
                    122,               0.079814,               0.012146,               0.019811,                      0,                0.88524,                      1,                  0.995,                0.41116,                0.88524,                      1,                  0.995,                0.74563,               0.039374,               0.013742,               0.012713,                      0,               0.004555,               0.004555,               0.004555
                    123,                0.06675,               0.010215,               0.017017,                      0,                0.88524,                      1,                  0.995,                0.41116,                0.88524,                      1,                  0.995,                0.74563,               0.039374,               0.013742,               0.012713,                      0,                0.00451,                0.00451,                0.00451
                    124,               0.073961,               0.014531,               0.018537,                      0,                0.88524,                      1,                  0.995,                0.41116,                0.88524,                      1,                  0.995,                0.74563,               0.039374,               0.013742,               0.012713,                      0,               0.004465,               0.004465,               0.004465
                    125,               0.085462,               0.016317,               0.018641,                      0,                0.88524,                      1,                  0.995,                0.41116,                0.88524,                      1,                  0.995,                0.74563,               0.039374,               0.013742,               0.012713,                      0,                0.00442,                0.00442,                0.00442
                    126,               0.077102,              0.0094441,               0.019616,                      0,                0.88524,                      1,                  0.995,                0.41116,                0.88524,                      1,                  0.995,                0.74563,               0.039374,               0.013742,               0.012713,                      0,               0.004375,               0.004375,               0.004375
                    127,               0.074732,              0.0084932,               0.025293,                      0,                0.88524,                      1,                  0.995,                0.41116,                0.88524,                      1,                  0.995,                0.74563,               0.039374,               0.013742,               0.012713,                      0,                0.00433,                0.00433,                0.00433
                    128,               0.076394,              0.0088083,               0.018279,                      0,                0.88524,                      1,                  0.995,                0.41116,                0.88524,                      1,                  0.995,                0.74563,               0.039374,               0.013742,               0.012713,                      0,               0.004285,               0.004285,               0.004285
                    129,               0.081754,               0.015419,               0.020584,                      0,                0.88524,                      1,                  0.995,                0.41116,                0.88524,                      1,                  0.995,                0.74563,               0.039374,               0.013742,               0.012713,                      0,                0.00424,                0.00424,                0.00424
                    130,               0.050611,               0.019635,               0.013654,                      0,                0.66523,                      1,                  0.995,                0.37296,                0.66523,                      1,                  0.995,                0.82888,               0.036698,               0.012065,                0.01211,                      0,               0.004195,               0.004195,               0.004195
                    131,               0.075675,               0.018121,               0.017956,                      0,                0.66523,                      1,                  0.995,                0.37296,                0.66523,                      1,                  0.995,                0.82888,               0.036698,               0.012065,                0.01211,                      0,                0.00415,                0.00415,                0.00415
                    132,               0.068773,                0.02049,               0.019738,                      0,                0.66523,                      1,                  0.995,                0.37296,                0.66523,                      1,                  0.995,                0.82888,               0.036698,               0.012065,                0.01211,                      0,               0.004105,               0.004105,               0.004105
                    133,               0.073715,               0.022816,               0.017355,                      0,                0.66523,                      1,                  0.995,                0.37296,                0.66523,                      1,                  0.995,                0.82888,               0.036698,               0.012065,                0.01211,                      0,                0.00406,                0.00406,                0.00406
                    134,                0.08041,              0.0093073,               0.019233,                      0,                0.66523,                      1,                  0.995,                0.37296,                0.66523,                      1,                  0.995,                0.82888,               0.036698,               0.012065,                0.01211,                      0,               0.004015,               0.004015,               0.004015
                    135,               0.085014,               0.011712,               0.019263,                      0,                0.66523,                      1,                  0.995,                0.37296,                0.66523,                      1,                  0.995,                0.82888,               0.036698,               0.012065,                0.01211,                      0,                0.00397,                0.00397,                0.00397
                    136,               0.067859,               0.013519,               0.019436,                      0,                0.66523,                      1,                  0.995,                0.37296,                0.66523,                      1,                  0.995,                0.82888,               0.036698,               0.012065,                0.01211,                      0,               0.003925,               0.003925,               0.003925
                    137,               0.068581,               0.023488,               0.017596,                      0,                0.66523,                      1,                  0.995,                0.37296,                0.66523,                      1,                  0.995,                0.82888,               0.036698,               0.012065,                0.01211,                      0,                0.00388,                0.00388,                0.00388
                    138,                0.07798,               0.013523,               0.020528,                      0,                0.81538,                      1,                  0.995,                0.45269,                0.81538,                      1,                  0.995,                0.82079,                0.03712,               0.012131,               0.012355,                      0,               0.003835,               0.003835,               0.003835
                    139,               0.068725,               0.012344,               0.019357,                      0,                0.81538,                      1,                  0.995,                0.45269,                0.81538,                      1,                  0.995,                0.82079,                0.03712,               0.012131,               0.012355,                      0,                0.00379,                0.00379,                0.00379
                    140,               0.073731,               0.014164,               0.019933,                      0,                0.81538,                      1,                  0.995,                0.45269,                0.81538,                      1,                  0.995,                0.82079,                0.03712,               0.012131,               0.012355,                      0,               0.003745,               0.003745,               0.003745
                    141,               0.072987,                0.01064,               0.023342,                      0,                0.81538,                      1,                  0.995,                0.45269,                0.81538,                      1,                  0.995,                0.82079,                0.03712,               0.012131,               0.012355,                      0,                 0.0037,                 0.0037,                 0.0037
                    142,               0.063782,               0.016281,               0.019495,                      0,                0.81538,                      1,                  0.995,                0.45269,                0.81538,                      1,                  0.995,                0.82079,                0.03712,               0.012131,               0.012355,                      0,               0.003655,               0.003655,               0.003655
                    143,               0.061757,               0.027634,               0.019517,                      0,                0.81538,                      1,                  0.995,                0.45269,                0.81538,                      1,                  0.995,                0.82079,                0.03712,               0.012131,               0.012355,                      0,                0.00361,                0.00361,                0.00361
                    144,               0.062869,               0.010574,                0.02109,                      0,                0.81538,                      1,                  0.995,                0.45269,                0.81538,                      1,                  0.995,                0.82079,                0.03712,               0.012131,               0.012355,                      0,               0.003565,               0.003565,               0.003565
                    145,               0.076298,               0.015003,               0.022767,                      0,                0.81538,                      1,                  0.995,                0.45269,                0.81538,                      1,                  0.995,                0.82079,                0.03712,               0.012131,               0.012355,                      0,                0.00352,                0.00352,                0.00352
                    146,                0.07456,               0.013247,               0.025222,                      0,                0.88449,                      1,                  0.995,                0.74604,                0.88449,                      1,                  0.995,                 0.8955,               0.038031,               0.012088,               0.011797,                      0,               0.003475,               0.003475,               0.003475
                    147,               0.072827,               0.013496,               0.017946,                      0,                0.88449,                      1,                  0.995,                0.74604,                0.88449,                      1,                  0.995,                 0.8955,               0.038031,               0.012088,               0.011797,                      0,                0.00343,                0.00343,                0.00343
                    148,               0.055765,               0.011059,               0.020772,                      0,                0.88449,                      1,                  0.995,                0.74604,                0.88449,                      1,                  0.995,                 0.8955,               0.038031,               0.012088,               0.011797,                      0,               0.003385,               0.003385,               0.003385
                    149,               0.066508,               0.010597,               0.018531,                      0,                0.88449,                      1,                  0.995,                0.74604,                0.88449,                      1,                  0.995,                 0.8955,               0.038031,               0.012088,               0.011797,                      0,                0.00334,                0.00334,                0.00334
                    150,               0.070443,               0.017019,               0.019942,                      0,                0.88449,                      1,                  0.995,                0.74604,                0.88449,                      1,                  0.995,                 0.8955,               0.038031,               0.012088,               0.011797,                      0,               0.003295,               0.003295,               0.003295
                    151,               0.073909,               0.022673,               0.017219,                      0,                0.88449,                      1,                  0.995,                0.74604,                0.88449,                      1,                  0.995,                 0.8955,               0.038031,               0.012088,               0.011797,                      0,                0.00325,                0.00325,                0.00325
                    152,               0.060955,              0.0098074,               0.022052,                      0,                0.88449,                      1,                  0.995,                0.74604,                0.88449,                      1,                  0.995,                 0.8955,               0.038031,               0.012088,               0.011797,                      0,               0.003205,               0.003205,               0.003205
                    153,               0.082867,               0.017471,               0.024025,                      0,                0.88449,                      1,                  0.995,                0.74604,                0.88449,                      1,                  0.995,                 0.8955,               0.038031,               0.012088,               0.011797,                      0,                0.00316,                0.00316,                0.00316
                    154,               0.078149,               0.017556,               0.026693,                      0,                0.93905,                      1,                  0.995,                0.54704,                0.93905,                      1,                  0.995,                0.74604,               0.040025,               0.011991,               0.011471,                      0,               0.003115,               0.003115,               0.003115
                    155,               0.075953,               0.031433,               0.024104,                      0,                0.93905,                      1,                  0.995,                0.54704,                0.93905,                      1,                  0.995,                0.74604,               0.040025,               0.011991,               0.011471,                      0,                0.00307,                0.00307,                0.00307
                    156,               0.078007,               0.023034,                0.02746,                      0,                0.93905,                      1,                  0.995,                0.54704,                0.93905,                      1,                  0.995,                0.74604,               0.040025,               0.011991,               0.011471,                      0,               0.003025,               0.003025,               0.003025
                    157,                0.05485,                0.01963,               0.019668,                      0,                0.93905,                      1,                  0.995,                0.54704,                0.93905,                      1,                  0.995,                0.74604,               0.040025,               0.011991,               0.011471,                      0,                0.00298,                0.00298,                0.00298
                    158,               0.072625,               0.014355,               0.017534,                      0,                0.93905,                      1,                  0.995,                0.54704,                0.93905,                      1,                  0.995,                0.74604,               0.040025,               0.011991,               0.011471,                      0,               0.002935,               0.002935,               0.002935
                    159,                0.08743,               0.012244,               0.015561,                      0,                0.93905,                      1,                  0.995,                0.54704,                0.93905,                      1,                  0.995,                0.74604,               0.040025,               0.011991,               0.011471,                      0,                0.00289,                0.00289,                0.00289
                    160,               0.064284,               0.015853,               0.021119,                      0,                0.93905,                      1,                  0.995,                0.54704,                0.93905,                      1,                  0.995,                0.74604,               0.040025,               0.011991,               0.011471,                      0,               0.002845,               0.002845,               0.002845
                    161,               0.051035,               0.012759,               0.020328,                      0,                0.93905,                      1,                  0.995,                0.54704,                0.93905,                      1,                  0.995,                0.74604,               0.040025,               0.011991,               0.011471,                      0,                 0.0028,                 0.0028,                 0.0028
                    162,               0.070165,               0.021156,                0.02567,                      0,                0.93268,                      1,                  0.995,                0.64654,                0.93268,                      1,                  0.995,                  0.796,                0.04069,               0.011752,               0.011089,                      0,               0.002755,               0.002755,               0.002755
                    163,                0.06723,               0.017496,               0.019783,                      0,                0.93268,                      1,                  0.995,                0.64654,                0.93268,                      1,                  0.995,                  0.796,                0.04069,               0.011752,               0.011089,                      0,                0.00271,                0.00271,                0.00271
                    164,               0.066311,               0.016448,                0.02274,                      0,                0.93268,                      1,                  0.995,                0.64654,                0.93268,                      1,                  0.995,                  0.796,                0.04069,               0.011752,               0.011089,                      0,               0.002665,               0.002665,               0.002665
                    165,               0.062729,               0.016657,               0.021462,                      0,                0.93268,                      1,                  0.995,                0.64654,                0.93268,                      1,                  0.995,                  0.796,                0.04069,               0.011752,               0.011089,                      0,                0.00262,                0.00262,                0.00262
                    166,               0.069305,               0.014597,               0.025525,                      0,                0.93268,                      1,                  0.995,                0.64654,                0.93268,                      1,                  0.995,                  0.796,                0.04069,               0.011752,               0.011089,                      0,               0.002575,               0.002575,               0.002575
                    167,               0.071731,               0.018015,               0.024121,                      0,                0.93268,                      1,                  0.995,                0.64654,                0.93268,                      1,                  0.995,                  0.796,                0.04069,               0.011752,               0.011089,                      0,                0.00253,                0.00253,                0.00253
                    168,               0.062654,               0.012498,               0.023634,                      0,                0.93268,                      1,                  0.995,                0.64654,                0.93268,                      1,                  0.995,                  0.796,                0.04069,               0.011752,               0.011089,                      0,               0.002485,               0.002485,               0.002485
                    169,               0.061617,               0.011136,               0.021642,                      0,                0.93268,                      1,                  0.995,                0.64654,                0.93268,                      1,                  0.995,                  0.796,                0.04069,               0.011752,               0.011089,                      0,                0.00244,                0.00244,                0.00244
                    170,               0.065933,               0.015141,               0.020247,                      0,                0.90098,                      1,                  0.995,                0.84554,                0.90098,                      1,                  0.995,                 0.8955,               0.037584,               0.011671,               0.010934,                      0,               0.002395,               0.002395,               0.002395
                    171,               0.064034,               0.021163,                0.02238,                      0,                0.90098,                      1,                  0.995,                0.84554,                0.90098,                      1,                  0.995,                 0.8955,               0.037584,               0.011671,               0.010934,                      0,                0.00235,                0.00235,                0.00235
                    172,                0.06624,               0.013334,               0.022121,                      0,                0.90098,                      1,                  0.995,                0.84554,                0.90098,                      1,                  0.995,                 0.8955,               0.037584,               0.011671,               0.010934,                      0,               0.002305,               0.002305,               0.002305
                    173,               0.070615,               0.016798,               0.017259,                      0,                0.90098,                      1,                  0.995,                0.84554,                0.90098,                      1,                  0.995,                 0.8955,               0.037584,               0.011671,               0.010934,                      0,                0.00226,                0.00226,                0.00226
                    174,               0.067923,               0.013217,               0.022922,                      0,                0.90098,                      1,                  0.995,                0.84554,                0.90098,                      1,                  0.995,                 0.8955,               0.037584,               0.011671,               0.010934,                      0,               0.002215,               0.002215,               0.002215
                    175,                0.05524,               0.025879,               0.018232,                      0,                0.90098,                      1,                  0.995,                0.84554,                0.90098,                      1,                  0.995,                 0.8955,               0.037584,               0.011671,               0.010934,                      0,                0.00217,                0.00217,                0.00217
                    176,               0.066911,               0.010282,               0.022827,                      0,                0.90098,                      1,                  0.995,                0.84554,                0.90098,                      1,                  0.995,                 0.8955,               0.037584,               0.011671,               0.010934,                      0,               0.002125,               0.002125,               0.002125
                    177,               0.067978,               0.013064,                0.01582,                      0,                0.90098,                      1,                  0.995,                0.84554,                0.90098,                      1,                  0.995,                 0.8955,               0.037584,               0.011671,               0.010934,                      0,                0.00208,                0.00208,                0.00208
                    178,               0.068923,               0.011424,               0.020044,                      0,                0.85443,                      1,                  0.995,                0.62179,                0.85443,                      1,                  0.995,                 0.8955,               0.035219,               0.011437,               0.011031,                      0,               0.002035,               0.002035,               0.002035
                    179,               0.063706,              0.0077041,               0.021378,                      0,                0.85443,                      1,                  0.995,                0.62179,                0.85443,                      1,                  0.995,                 0.8955,               0.035219,               0.011437,               0.011031,                      0,                0.00199,                0.00199,                0.00199
                    180,               0.063419,               0.022174,               0.026052,                      0,                0.85443,                      1,                  0.995,                0.62179,                0.85443,                      1,                  0.995,                 0.8955,               0.035219,               0.011437,               0.011031,                      0,               0.001945,               0.001945,               0.001945
                    181,                 0.0612,               0.019472,               0.022503,                      0,                0.85443,                      1,                  0.995,                0.62179,                0.85443,                      1,                  0.995,                 0.8955,               0.035219,               0.011437,               0.011031,                      0,                 0.0019,                 0.0019,                 0.0019
                    182,               0.061141,              0.0083071,               0.015224,                      0,                0.85443,                      1,                  0.995,                0.62179,                0.85443,                      1,                  0.995,                 0.8955,               0.035219,               0.011437,               0.011031,                      0,               0.001855,               0.001855,               0.001855
                    183,               0.063612,               0.022968,               0.034846,                      0,                0.85443,                      1,                  0.995,                0.62179,                0.85443,                      1,                  0.995,                 0.8955,               0.035219,               0.011437,               0.011031,                      0,                0.00181,                0.00181,                0.00181
                    184,               0.036084,               0.011019,               0.013474,                      0,                0.85443,                      1,                  0.995,                0.62179,                0.85443,                      1,                  0.995,                 0.8955,               0.035219,               0.011437,               0.011031,                      0,               0.001765,               0.001765,               0.001765
                    185,                0.07475,               0.030656,               0.019207,                      0,                0.85443,                      1,                  0.995,                0.62179,                0.85443,                      1,                  0.995,                 0.8955,               0.035219,               0.011437,               0.011031,                      0,                0.00172,                0.00172,                0.00172
                    186,               0.059329,              0.0092805,                0.02028,                      0,                0.82621,                      1,                  0.995,                0.56383,                0.82621,                      1,                  0.995,                 0.8955,                0.03483,                0.01067,               0.010817,                      0,               0.001675,               0.001675,               0.001675
                    187,               0.069974,              0.0099664,               0.025482,                      0,                0.82621,                      1,                  0.995,                0.56383,                0.82621,                      1,                  0.995,                 0.8955,                0.03483,                0.01067,               0.010817,                      0,                0.00163,                0.00163,                0.00163
                    188,               0.032813,               0.011289,               0.012751,                      0,                0.82621,                      1,                  0.995,                0.56383,                0.82621,                      1,                  0.995,                 0.8955,                0.03483,                0.01067,               0.010817,                      0,               0.001585,               0.001585,               0.001585
                    189,               0.059291,               0.010476,               0.022149,                      0,                0.82621,                      1,                  0.995,                0.56383,                0.82621,                      1,                  0.995,                 0.8955,                0.03483,                0.01067,               0.010817,                      0,                0.00154,                0.00154,                0.00154
                    190,               0.051717,              0.0093724,               0.015983,                      0,                0.82621,                      1,                  0.995,                0.56383,                0.82621,                      1,                  0.995,                 0.8955,                0.03483,                0.01067,               0.010817,                      0,               0.001495,               0.001495,               0.001495
                    191,               0.061402,                 0.0196,               0.017534,                      0,                0.82621,                      1,                  0.995,                0.56383,                0.82621,                      1,                  0.995,                 0.8955,                0.03483,                0.01067,               0.010817,                      0,                0.00145,                0.00145,                0.00145
                    192,               0.060699,               0.013152,               0.019191,                      0,                0.82621,                      1,                  0.995,                0.56383,                0.82621,                      1,                  0.995,                 0.8955,                0.03483,                0.01067,               0.010817,                      0,               0.001405,               0.001405,               0.001405
                    193,               0.063534,              0.0091091,               0.019768,                      0,                0.82621,                      1,                  0.995,                0.56383,                0.82621,                      1,                  0.995,                 0.8955,                0.03483,                0.01067,               0.010817,                      0,                0.00136,                0.00136,                0.00136
                    194,                0.03089,              0.0086299,               0.014929,                      0,                0.92085,                      1,                  0.995,                  0.597,                0.92085,                      1,                  0.995,                 0.8955,                0.02982,              0.0098757,               0.010705,                      0,               0.001315,               0.001315,               0.001315
                    195,               0.062591,               0.010171,               0.019473,                      0,                0.92085,                      1,                  0.995,                  0.597,                0.92085,                      1,                  0.995,                 0.8955,                0.02982,              0.0098757,               0.010705,                      0,                0.00127,                0.00127,                0.00127
                    196,               0.062855,               0.014187,                0.02121,                      0,                0.92085,                      1,                  0.995,                  0.597,                0.92085,                      1,                  0.995,                 0.8955,                0.02982,              0.0098757,               0.010705,                      0,               0.001225,               0.001225,               0.001225
                    197,               0.060604,               0.018041,               0.023106,                      0,                0.92085,                      1,                  0.995,                  0.597,                0.92085,                      1,                  0.995,                 0.8955,                0.02982,              0.0098757,               0.010705,                      0,                0.00118,                0.00118,                0.00118
                    198,               0.032009,              0.0094498,               0.012815,                      0,                0.92085,                      1,                  0.995,                  0.597,                0.92085,                      1,                  0.995,                 0.8955,                0.02982,              0.0098757,               0.010705,                      0,               0.001135,               0.001135,               0.001135
                    199,                0.05441,               0.020478,               0.019984,                      0,                0.92085,                      1,                  0.995,                  0.597,                0.92085,                      1,                  0.995,                 0.8955,                0.02982,              0.0098757,               0.010705,                      0,                0.00109,                0.00109,                0.00109
                    201,                0.90098,                      1,                  0.995,                0.84554,                0.90098,                      1,                  0.995,                 0.8955,               0.037579,               0.011679,               0.010925,                      0
